SUBID,month_id,watch_date,watch_time,month,day_name,day_type,month_Name,Tv_Channel,Time_of_day,Duration,Usage_level,hour_of_day,Region,Age,Age_Group,Email_flag,Social_Media_flag,Gender,Race
894467,2016-03-30,2016-03-30,10:44:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:46:44,05 extreme usage:>2 hrs,10,None,0,infant,1,1,None,None
894467,2016-03-30,2016-03-30,10:56:00,2016-03,Wed,weekday,Mar,Supersport Live Events,02 morning,00:00:00,05 extreme usage:>2 hrs,10,None,0,infant,1,1,None,None
789004,2016-02-22,2016-02-22,19:17:00,2016-02,Mon,weekday,Feb,Africa Magic,04 evening,00:02:09,05 extreme usage:>2 hrs,19,Northern Cape,36,adult,1,1,male,None
789004,2016-02-04,2016-02-04,08:25:00,2016-02,Thu,weekday,Feb,Channel O,02 morning,00:17:21,05 extreme usage:>2 hrs,8,Northern Cape,36,adult,1,1,male,None
789004,2016-02-07,2016-02-07,13:59:00,2016-02,Sun,weekday,Feb,SuperSport Blitz,03 afternoon,00:02:20,05 extreme usage:>2 hrs,13,Northern Cape,36,adult,1,1,male,None
789004,2016-02-10,2016-02-10,19:42:00,2016-02,Wed,weekday,Feb,Africa Magic,04 evening,00:01:29,05 extreme usage:>2 hrs,19,Northern Cape,36,adult,1,1,male,None
789004,2016-02-04,2016-02-04,12:23:00,2016-02,Thu,weekday,Feb,Boomerang,03 afternoon,00:00:51,05 extreme usage:>2 hrs,12,Northern Cape,36,adult,1,1,male,None
789004,2016-02-09,2016-02-09,10:58:00,2016-02,Tue,weekday,Feb,Africa Magic,02 morning,00:00:33,05 extreme usage:>2 hrs,10,Northern Cape,36,adult,1,1,male,None
789004,2016-02-12,2016-02-12,11:54:00,2016-02,Fri,weekday,Feb,Supersport Live Events,02 morning,00:02:58,05 extreme usage:>2 hrs,11,Northern Cape,36,adult,1,1,male,None
789004,2016-02-23,2016-02-23,12:03:00,2016-02,Tue,weekday,Feb,Africa Magic,03 afternoon,00:02:03,05 extreme usage:>2 hrs,12,Northern Cape,36,adult,1,1,male,None
411036,2016-01-06,2016-01-06,12:09:00,2016-01,Wed,weekday,Jan,Supersport Live Events,03 afternoon,00:00:16,05 extreme usage:>2 hrs,12,Western Cape,27,youth,1,1,female,white
2368953,2016-03-30,2016-03-30,15:47:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:02,05 extreme usage:>2 hrs,15,Gauteng,40,adult,1,1,male,indian_asian
2368953,2016-03-30,2016-03-30,08:58:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:13:36,05 extreme usage:>2 hrs,8,Gauteng,40,adult,1,1,male,indian_asian
2368953,2016-03-30,2016-03-30,06:06:00,2016-03,Wed,weekday,Mar,SawSee,02 morning,00:00:02,05 extreme usage:>2 hrs,6,Gauteng,40,adult,1,1,male,indian_asian
2368953,2016-03-30,2016-03-30,07:34:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:42,05 extreme usage:>2 hrs,7,Gauteng,40,adult,1,1,male,indian_asian
585562,2016-01-04,2016-01-04,20:04:00,2016-01,Mon,weekday,Jan,E! Entertainment,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Northern Cape,38,adult,1,1,female,None
585562,2016-01-04,2016-01-04,15:40:00,2016-01,Mon,weekday,Jan,Cartoon Network,03 afternoon,00:00:52,05 extreme usage:>2 hrs,15,Northern Cape,38,adult,1,1,female,None
763525,2016-03-16,2016-03-16,16:39:00,2016-03,Wed,weekday,Mar,SuperSport Blitz,03 afternoon,00:03:48,05 extreme usage:>2 hrs,16,Gauteng,37,adult,1,1,male,black
39353,2016-01-05,2016-01-05,01:54:00,2016-01,Tue,weekday,Jan,Trace TV,01 midnight,00:03:30,05 extreme usage:>2 hrs,1,None,0,infant,1,1,None,None
390361,2016-02-18,2016-02-18,00:36:00,2016-02,Thu,weekday,Feb,Channel O,01 midnight,00:00:42,05 extreme usage:>2 hrs,0,Gauteng,24,youth,1,1,female,coloured
819507,2016-03-24,2016-03-24,11:20:00,2016-03,Thu,weekday,Mar,Supersport Live Events,02 morning,00:02:30,05 extreme usage:>2 hrs,11,Gauteng,28,youth,1,1,female,indian_asian
819507,2016-03-12,2016-03-12,17:16:00,2016-03,Sat,weekday,Mar,SuperSport Blitz,03 afternoon,00:00:00,05 extreme usage:>2 hrs,17,Gauteng,28,youth,1,1,female,indian_asian
2216346,2016-02-13,2016-02-13,20:57:00,2016-02,Sat,weekday,Feb,Boomerang,04 evening,00:03:24,05 extreme usage:>2 hrs,20,Western Cape,48,adult,1,1,female,coloured
789010,2016-02-10,2016-02-10,07:44:00,2016-02,Wed,weekday,Feb,Boomerang,02 morning,00:00:22,05 extreme usage:>2 hrs,7,Northern Cape,23,youth,1,1,male,black
789010,2016-02-10,2016-02-10,06:50:00,2016-02,Wed,weekday,Feb,Supersport Live Events,02 morning,00:01:20,05 extreme usage:>2 hrs,6,Northern Cape,23,youth,1,1,male,black
789010,2016-02-10,2016-02-10,20:35:00,2016-02,Wed,weekday,Feb,Trace TV,04 evening,00:00:18,05 extreme usage:>2 hrs,20,Northern Cape,23,youth,1,1,male,black
809304,2016-02-05,2016-02-05,19:28:00,2016-02,Fri,weekday,Feb,Supersport Live Events,04 evening,00:01:26,05 extreme usage:>2 hrs,19,Mpumalanga,49,adult,1,1,male,black
809304,2016-01-25,2016-01-25,08:55:00,2016-01,Mon,weekday,Jan,Channel O,02 morning,00:04:45,05 extreme usage:>2 hrs,8,Mpumalanga,49,adult,1,1,male,black
809304,2016-03-30,2016-03-30,08:35:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:07:48,05 extreme usage:>2 hrs,8,Mpumalanga,49,adult,1,1,male,black
868317,2016-03-29,2016-03-29,22:00:00,2016-03,Tue,weekday,Mar,Africa Magic,04 evening,00:16:03,05 extreme usage:>2 hrs,22,None,0,infant,1,1,None,None
868317,2016-03-29,2016-03-29,21:18:00,2016-03,Tue,weekday,Mar,CNN,04 evening,00:01:45,05 extreme usage:>2 hrs,21,None,0,infant,1,1,None,None
809306,2016-02-26,2016-02-26,08:08:00,2016-02,Fri,weekday,Feb,Supersport Live Events,02 morning,02:09:52,05 extreme usage:>2 hrs,8,Kwazulu Natal,30,youth,1,1,male,white
809306,2016-03-22,2016-03-22,14:28:00,2016-03,Tue,weekday,Mar,E! Entertainment,03 afternoon,00:00:28,05 extreme usage:>2 hrs,14,Kwazulu Natal,30,youth,1,1,male,white
809306,2016-01-03,2016-01-03,17:42:00,2016-01,Sun,weekday,Jan,Boomerang,03 afternoon,00:04:08,05 extreme usage:>2 hrs,17,Kwazulu Natal,30,youth,1,1,male,white
809306,2016-01-02,2016-01-02,19:41:00,2016-01,Sat,weekday,Jan,Boomerang,04 evening,00:01:02,05 extreme usage:>2 hrs,19,Kwazulu Natal,30,youth,1,1,male,white
809306,2016-03-26,2016-03-26,05:08:00,2016-03,Sat,weekday,Mar,Supersport Live Events,01 midnight,00:00:34,05 extreme usage:>2 hrs,5,Kwazulu Natal,30,youth,1,1,male,white
809306,2016-03-26,2016-03-26,05:33:00,2016-03,Sat,weekday,Mar,Supersport Live Events,01 midnight,00:00:00,05 extreme usage:>2 hrs,5,Kwazulu Natal,30,youth,1,1,male,white
257113,2016-02-28,2016-02-28,18:13:00,2016-02,Sun,weekday,Feb,Trace TV,04 evening,00:00:00,05 extreme usage:>2 hrs,18,Kwazulu Natal,27,youth,1,1,male,black
1999889,2016-02-24,2016-02-24,11:35:00,2016-02,Wed,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:03:48,05 extreme usage:>2 hrs,11,Western Cape,34,youth,1,1,male,coloured
1999889,2016-02-16,2016-02-16,16:06:00,2016-02,Tue,weekday,Feb,Supersport Live Events,03 afternoon,00:22:30,05 extreme usage:>2 hrs,16,Western Cape,34,youth,1,1,male,coloured
1999889,2016-01-26,2016-01-26,04:46:00,2016-01,Tue,weekday,Jan,Supersport Live Events,01 midnight,00:01:50,05 extreme usage:>2 hrs,4,Western Cape,34,youth,1,1,male,coloured
1999889,2016-01-26,2016-01-26,04:49:00,2016-01,Tue,weekday,Jan,Supersport Live Events,01 midnight,00:01:44,05 extreme usage:>2 hrs,4,Western Cape,34,youth,1,1,male,coloured
1999889,2016-02-27,2016-02-27,15:00:00,2016-02,Sat,weekday,Feb,Break in transmission,03 afternoon,00:00:15,05 extreme usage:>2 hrs,15,Western Cape,34,youth,1,1,male,coloured
1999889,2016-02-08,2016-02-08,09:53:00,2016-02,Mon,weekday,Feb,Trace TV,02 morning,00:02:48,05 extreme usage:>2 hrs,9,Western Cape,34,youth,1,1,male,coloured
2092115,2016-02-13,2016-02-13,17:37:00,2016-02,Sat,weekday,Feb,Boomerang,03 afternoon,00:05:29,05 extreme usage:>2 hrs,17,Mpumalanga,49,adult,1,1,male,black
895624,2016-03-21,2016-03-21,19:26:00,2016-03,Mon,weekday,Mar,Trace TV,04 evening,00:00:36,05 extreme usage:>2 hrs,19,Kwazulu Natal,42,adult,1,1,female,black
797639,2016-02-17,2016-02-17,17:00:00,2016-02,Wed,weekday,Feb,Supersport Live Events,03 afternoon,00:01:00,05 extreme usage:>2 hrs,17,Kwazulu Natal,22,youth,1,1,male,white
919522,2016-03-28,2016-03-28,18:36:00,2016-03,Mon,weekday,Mar,Channel O,04 evening,00:00:24,05 extreme usage:>2 hrs,18,Mpumalanga,41,adult,1,1,male,indian_asian
919522,2016-03-30,2016-03-30,09:04:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:10,05 extreme usage:>2 hrs,9,Mpumalanga,41,adult,1,1,male,indian_asian
919522,2016-03-28,2016-03-28,08:00:00,2016-03,Mon,weekday,Mar,CNN,02 morning,00:00:03,05 extreme usage:>2 hrs,8,Mpumalanga,41,adult,1,1,male,indian_asian
926512,2016-03-24,2016-03-24,15:29:00,2016-03,Thu,weekday,Mar,Supersport Live Events,03 afternoon,01:02:28,05 extreme usage:>2 hrs,15,Limpopo,29,youth,1,1,male,indian_asian
772147,2016-01-29,2016-01-29,17:40:00,2016-01,Fri,weekday,Jan,Channel O,03 afternoon,00:01:00,05 extreme usage:>2 hrs,17,Kwazulu Natal,29,youth,1,1,male,black
772147,2016-03-04,2016-03-04,16:12:00,2016-03,Fri,weekday,Mar,Trace TV,03 afternoon,00:01:12,05 extreme usage:>2 hrs,16,Kwazulu Natal,29,youth,1,1,male,black
772147,2016-01-26,2016-01-26,11:28:00,2016-01,Tue,weekday,Jan,Channel O,02 morning,00:01:39,05 extreme usage:>2 hrs,11,Kwazulu Natal,29,youth,1,1,male,black
772147,2016-01-23,2016-01-23,17:45:00,2016-01,Sat,weekday,Jan,Cartoon Network,03 afternoon,00:00:49,05 extreme usage:>2 hrs,17,Kwazulu Natal,29,youth,1,1,male,black
772147,2016-03-05,2016-03-05,13:25:00,2016-03,Sat,weekday,Mar,Supersport Live Events,03 afternoon,00:01:34,05 extreme usage:>2 hrs,13,Kwazulu Natal,29,youth,1,1,male,black
866540,2016-03-08,2016-03-08,19:30:00,2016-03,Tue,weekday,Mar,Channel O,04 evening,00:00:12,05 extreme usage:>2 hrs,19,Western Cape,33,youth,1,1,male,coloured
606205,2016-01-08,2016-01-08,18:31:00,2016-01,Fri,weekday,Jan,Supersport Live Events,04 evening,00:00:04,05 extreme usage:>2 hrs,18,None,0,infant,1,1,None,None
940010,2016-03-26,2016-03-26,08:35:00,2016-03,Sat,weekday,Mar,Supersport Live Events,02 morning,00:00:40,05 extreme usage:>2 hrs,8,Gauteng,27,youth,1,1,male,black
904933,2016-03-24,2016-03-24,15:29:00,2016-03,Thu,weekday,Mar,Supersport Live Events,03 afternoon,00:48:30,05 extreme usage:>2 hrs,15,Western Cape,28,youth,1,1,male,indian_asian
904933,2016-03-30,2016-03-30,11:44:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:19:30,05 extreme usage:>2 hrs,11,Western Cape,28,youth,1,1,male,indian_asian
809311,2016-02-19,2016-02-19,16:12:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:00:58,05 extreme usage:>2 hrs,16,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-19,2016-02-19,07:09:00,2016-02,Fri,weekday,Feb,Supersport Live Events,02 morning,00:00:16,05 extreme usage:>2 hrs,7,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-26,2016-02-26,15:34:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:01:06,05 extreme usage:>2 hrs,15,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-19,2016-02-19,12:45:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:00:20,05 extreme usage:>2 hrs,12,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-19,2016-02-19,06:36:00,2016-02,Fri,weekday,Feb,Supersport Live Events,02 morning,00:01:04,05 extreme usage:>2 hrs,6,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-25,2016-02-25,07:04:00,2016-02,Thu,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:00:50,05 extreme usage:>2 hrs,7,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-25,2016-02-25,16:43:00,2016-02,Thu,weekday,Feb,Supersport Live Events,03 afternoon,00:00:42,05 extreme usage:>2 hrs,16,Western Cape,30,youth,1,1,male,coloured
809311,2016-03-12,2016-03-12,10:52:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:52:22,05 extreme usage:>2 hrs,10,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-23,2016-02-23,10:52:00,2016-02,Tue,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:03:50,05 extreme usage:>2 hrs,10,Western Cape,30,youth,1,1,male,coloured
809311,2016-02-20,2016-02-20,18:15:00,2016-02,Sat,weekday,Feb,SuperSport Blitz,04 evening,00:00:00,05 extreme usage:>2 hrs,18,Western Cape,30,youth,1,1,male,coloured
894473,2016-03-24,2016-03-24,09:36:00,2016-03,Thu,weekday,Mar,Supersport Live Events,02 morning,00:34:36,05 extreme usage:>2 hrs,9,Mpumalanga,38,adult,1,1,male,indian_asian
894473,2016-03-24,2016-03-24,15:14:00,2016-03,Thu,weekday,Mar,Supersport Live Events,03 afternoon,00:17:40,05 extreme usage:>2 hrs,15,Mpumalanga,38,adult,1,1,male,indian_asian
894473,2016-03-24,2016-03-24,08:55:00,2016-03,Thu,weekday,Mar,Supersport Live Events,02 morning,00:02:00,05 extreme usage:>2 hrs,8,Mpumalanga,38,adult,1,1,male,indian_asian
809312,2016-02-22,2016-02-22,13:28:00,2016-02,Mon,weekday,Feb,Trace TV,03 afternoon,00:33:18,05 extreme usage:>2 hrs,13,Gauteng,19,teenager,1,1,male,black
809312,2016-02-02,2016-02-02,05:05:00,2016-02,Tue,weekday,Feb,Cartoon Network,01 midnight,00:01:06,05 extreme usage:>2 hrs,5,Gauteng,19,teenager,1,1,male,black
809312,2016-02-09,2016-02-09,09:24:00,2016-02,Tue,weekday,Feb,Channel O,02 morning,00:00:45,05 extreme usage:>2 hrs,9,Gauteng,19,teenager,1,1,male,black
833457,2016-03-10,2016-03-10,21:37:00,2016-03,Thu,weekday,Mar,Boomerang,04 evening,00:14:23,05 extreme usage:>2 hrs,21,Western Cape,37,adult,1,1,male,None
773393,2016-02-08,2016-02-08,10:01:00,2016-02,Mon,weekday,Feb,Boomerang,02 morning,00:09:03,05 extreme usage:>2 hrs,10,Western Cape,17,teenager,1,1,male,white
892856,2016-03-27,2016-03-27,16:56:00,2016-03,Sun,weekday,Mar,Cartoon Network,03 afternoon,00:03:55,05 extreme usage:>2 hrs,16,Mpumalanga,44,adult,1,1,male,black
809313,2016-02-26,2016-02-26,18:40:00,2016-02,Fri,weekday,Feb,Supersport Live Events,04 evening,02:09:48,05 extreme usage:>2 hrs,18,Gauteng,53,elder,1,1,male,white
809313,2016-02-19,2016-02-19,17:55:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:02:08,05 extreme usage:>2 hrs,17,Gauteng,53,elder,1,1,male,white
809313,2016-03-18,2016-03-18,13:48:00,2016-03,Fri,weekday,Mar,Boomerang,03 afternoon,00:17:21,05 extreme usage:>2 hrs,13,Gauteng,53,elder,1,1,male,white
1391279,2016-03-29,2016-03-29,21:54:00,2016-03,Tue,weekday,Mar,Supersport Live Events,04 evening,00:00:00,05 extreme usage:>2 hrs,21,Gauteng,31,youth,1,1,male,indian_asian
2426231,2016-03-11,2016-03-11,10:18:00,2016-03,Fri,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:10:26,05 extreme usage:>2 hrs,10,Gauteng,32,youth,1,1,male,indian_asian
2426231,2016-03-23,2016-03-23,08:31:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:07:32,05 extreme usage:>2 hrs,8,Gauteng,32,youth,1,1,male,indian_asian
2426231,2016-03-23,2016-03-23,08:44:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:07:50,05 extreme usage:>2 hrs,8,Gauteng,32,youth,1,1,male,indian_asian
2426231,2016-03-23,2016-03-23,12:20:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:02:02,05 extreme usage:>2 hrs,12,Gauteng,32,youth,1,1,male,indian_asian
2426231,2016-03-05,2016-03-05,11:23:00,2016-03,Sat,weekday,Mar,CNN,02 morning,00:00:14,05 extreme usage:>2 hrs,11,Gauteng,32,youth,1,1,male,indian_asian
2426231,2016-03-05,2016-03-05,22:31:00,2016-03,Sat,weekday,Mar,kykNET,04 evening,00:01:42,05 extreme usage:>2 hrs,22,Gauteng,32,youth,1,1,male,indian_asian
2426231,2016-03-26,2016-03-26,08:29:00,2016-03,Sat,weekday,Mar,SuperSport Blitz,02 morning,00:02:34,05 extreme usage:>2 hrs,8,Gauteng,32,youth,1,1,male,indian_asian
1106801,2016-01-13,2016-01-13,18:09:00,2016-01,Wed,weekday,Jan,Boomerang,04 evening,00:01:11,05 extreme usage:>2 hrs,18,Kwazulu Natal,24,youth,1,1,male,coloured
809315,2016-02-18,2016-02-18,17:29:00,2016-02,Thu,weekday,Feb,Africa Magic,03 afternoon,00:00:21,05 extreme usage:>2 hrs,17,Free State,34,youth,1,1,male,black
809315,2016-02-27,2016-02-27,07:56:00,2016-02,Sat,weekday,Feb,Channel O,02 morning,00:11:24,05 extreme usage:>2 hrs,7,Free State,34,youth,1,1,male,black
636026,2016-03-29,2016-03-29,00:06:00,2016-03,Tue,weekday,Mar,Boomerang,01 midnight,00:00:00,05 extreme usage:>2 hrs,0,Gauteng,39,adult,1,1,female,white
891865,2016-03-24,2016-03-24,08:56:00,2016-03,Thu,weekday,Mar,Supersport Live Events,02 morning,00:22:32,05 extreme usage:>2 hrs,8,North West,36,adult,1,1,male,indian_asian
809316,2016-03-05,2016-03-05,15:40:00,2016-03,Sat,weekday,Mar,Supersport Live Events,03 afternoon,00:01:38,05 extreme usage:>2 hrs,15,Mpumalanga,29,youth,1,1,female,black
809316,2016-03-26,2016-03-26,06:29:00,2016-03,Sat,weekday,Mar,Supersport Live Events,02 morning,00:03:28,05 extreme usage:>2 hrs,6,Mpumalanga,29,youth,1,1,female,black
803869,2016-03-08,2016-03-08,17:36:00,2016-03,Tue,weekday,Mar,Supersport Live Events,03 afternoon,00:01:10,05 extreme usage:>2 hrs,17,Mpumalanga,43,adult,1,1,male,None
2090836,2016-01-31,2016-01-31,15:17:00,2016-01,Sun,weekday,Jan,Trace TV,03 afternoon,00:22:33,05 extreme usage:>2 hrs,15,Western Cape,30,youth,1,1,male,coloured
2090836,2016-01-24,2016-01-24,12:59:00,2016-01,Sun,weekday,Jan,Channel O,03 afternoon,00:07:54,05 extreme usage:>2 hrs,12,Western Cape,30,youth,1,1,male,coloured
2090836,2016-01-23,2016-01-23,18:04:00,2016-01,Sat,weekday,Jan,Supersport Live Events,04 evening,00:00:18,05 extreme usage:>2 hrs,18,Western Cape,30,youth,1,1,male,coloured
2090836,2016-01-23,2016-01-23,05:47:00,2016-01,Sat,weekday,Jan,Trace TV,01 midnight,00:00:30,05 extreme usage:>2 hrs,5,Western Cape,30,youth,1,1,male,coloured
809317,2016-02-21,2016-02-21,12:46:00,2016-02,Sun,weekday,Feb,Cartoon Network,03 afternoon,00:01:28,05 extreme usage:>2 hrs,12,Western Cape,29,youth,1,1,male,None
809317,2016-02-20,2016-02-20,20:11:00,2016-02,Sat,weekday,Feb,M-Net,04 evening,00:03:40,05 extreme usage:>2 hrs,20,Western Cape,29,youth,1,1,male,None
809317,2016-02-19,2016-02-19,20:25:00,2016-02,Fri,weekday,Feb,M-Net,04 evening,00:00:49,05 extreme usage:>2 hrs,20,Western Cape,29,youth,1,1,male,None
789022,2016-02-18,2016-02-18,20:48:00,2016-02,Thu,weekday,Feb,Channel O,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Eastern Cape,36,adult,1,1,male,coloured
789022,2016-02-16,2016-02-16,19:34:00,2016-02,Tue,weekday,Feb,Trace TV,04 evening,00:05:36,05 extreme usage:>2 hrs,19,Eastern Cape,36,adult,1,1,male,coloured
779704,2016-02-10,2016-02-10,12:05:00,2016-02,Wed,weekday,Feb,Channel O,03 afternoon,00:20:09,05 extreme usage:>2 hrs,12,Gauteng,34,youth,1,1,male,black
904945,2016-03-25,2016-03-25,10:28:00,2016-03,Fri,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:06:50,05 extreme usage:>2 hrs,10,Kwazulu Natal,31,youth,1,1,male,None
2360149,2016-03-05,2016-03-05,16:06:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:01:32,05 extreme usage:>2 hrs,16,Eastern Cape,41,adult,1,1,male,coloured
809320,2016-02-21,2016-02-21,18:30:00,2016-02,Sun,weekday,Feb,CNN,04 evening,00:07:30,05 extreme usage:>2 hrs,18,Western Cape,34,youth,1,1,male,black
809320,2016-02-24,2016-02-24,06:31:00,2016-02,Wed,weekday,Feb,Africa Magic,02 morning,00:00:31,05 extreme usage:>2 hrs,6,Western Cape,34,youth,1,1,male,black
809320,2016-02-28,2016-02-28,06:42:00,2016-02,Sun,weekday,Feb,Africa Magic,02 morning,00:01:20,05 extreme usage:>2 hrs,6,Western Cape,34,youth,1,1,male,black
2203737,2016-03-13,2016-03-13,19:56:00,2016-03,Sun,weekday,Mar,SuperSport Blitz,04 evening,00:00:00,05 extreme usage:>2 hrs,19,Free State,29,youth,1,1,male,black
2203737,2016-03-23,2016-03-23,13:08:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:00,05 extreme usage:>2 hrs,13,Free State,29,youth,1,1,male,black
2203737,2016-03-07,2016-03-07,20:06:00,2016-03,Mon,weekday,Mar,Supersport Live Events,04 evening,00:01:50,05 extreme usage:>2 hrs,20,Free State,29,youth,1,1,male,black
809321,2016-02-03,2016-02-03,10:23:00,2016-02,Wed,weekday,Feb,Africa Magic,02 morning,00:09:30,05 extreme usage:>2 hrs,10,Gauteng,52,elder,1,1,female,black
729427,2016-01-23,2016-01-23,05:59:00,2016-01,Sat,weekday,Jan,Africa Magic,01 midnight,00:01:15,05 extreme usage:>2 hrs,5,Gauteng,42,adult,1,1,female,black
832127,2016-03-02,2016-03-02,12:15:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:23:32,05 extreme usage:>2 hrs,12,Western Cape,40,adult,1,1,male,coloured
809323,2016-02-24,2016-02-24,10:24:00,2016-02,Wed,weekday,Feb,Trace TV,02 morning,00:00:39,05 extreme usage:>2 hrs,10,Mpumalanga,35,youth,1,1,female,coloured
809323,2016-02-04,2016-02-04,10:18:00,2016-02,Thu,weekday,Feb,Trace TV,02 morning,00:03:45,05 extreme usage:>2 hrs,10,Mpumalanga,35,youth,1,1,female,coloured
820809,2016-01-08,2016-01-08,21:11:00,2016-01,Fri,weekday,Jan,CNN,04 evening,01:35:01,05 extreme usage:>2 hrs,21,Gauteng,39,adult,1,1,male,black
803878,2016-02-18,2016-02-18,14:20:00,2016-02,Thu,weekday,Feb,SawSee,03 afternoon,00:00:35,05 extreme usage:>2 hrs,14,Mpumalanga,18,teenager,1,1,female,black
803878,2016-02-18,2016-02-18,18:44:00,2016-02,Thu,weekday,Feb,CNN,04 evening,00:00:12,05 extreme usage:>2 hrs,18,Mpumalanga,18,teenager,1,1,female,black
803878,2016-02-18,2016-02-18,16:11:00,2016-02,Thu,weekday,Feb,Channel O,03 afternoon,00:01:30,05 extreme usage:>2 hrs,16,Mpumalanga,18,teenager,1,1,female,black
803878,2016-02-18,2016-02-18,16:20:00,2016-02,Thu,weekday,Feb,Boomerang,03 afternoon,00:00:30,05 extreme usage:>2 hrs,16,Mpumalanga,18,teenager,1,1,female,black
869282,2016-03-12,2016-03-12,09:11:00,2016-03,Sat,weekday,Mar,Channel O,02 morning,01:34:15,05 extreme usage:>2 hrs,9,Gauteng,25,youth,1,1,male,black
747259,2016-01-25,2016-01-25,12:05:00,2016-01,Mon,weekday,Jan,Trace TV,03 afternoon,00:01:36,05 extreme usage:>2 hrs,12,Gauteng,38,adult,1,1,male,white
747259,2016-01-26,2016-01-26,22:20:00,2016-01,Tue,weekday,Jan,Channel O,04 evening,00:13:30,05 extreme usage:>2 hrs,22,Gauteng,38,adult,1,1,male,white
940027,2016-03-30,2016-03-30,07:34:00,2016-03,Wed,weekday,Mar,Africa Magic,02 morning,00:00:09,05 extreme usage:>2 hrs,7,Limpopo,111,pensioner,1,1,male,None
924998,2016-03-30,2016-03-30,08:25:00,2016-03,Wed,weekday,Mar,Channel O,02 morning,00:01:24,05 extreme usage:>2 hrs,8,Western Cape,46,adult,1,1,male,indian_asian
2368983,2016-02-25,2016-02-25,15:52:00,2016-02,Thu,weekday,Feb,Channel O,03 afternoon,00:46:42,05 extreme usage:>2 hrs,15,Mpumalanga,24,youth,1,1,male,black
2368983,2016-03-05,2016-03-05,08:42:00,2016-03,Sat,weekday,Mar,Africa Magic,02 morning,00:13:13,05 extreme usage:>2 hrs,8,Mpumalanga,24,youth,1,1,male,black
2368983,2016-02-28,2016-02-28,11:37:00,2016-02,Sun,weekday,Feb,Africa Magic,02 morning,00:00:25,05 extreme usage:>2 hrs,11,Mpumalanga,24,youth,1,1,male,black
809325,2016-02-20,2016-02-20,09:56:00,2016-02,Sat,weekday,Feb,SuperSport Blitz,02 morning,00:00:32,05 extreme usage:>2 hrs,9,Eastern Cape,15,teenager,1,1,female,black
809325,2016-02-20,2016-02-20,10:00:00,2016-02,Sat,weekday,Feb,Trace TV,02 morning,00:03:51,05 extreme usage:>2 hrs,10,Eastern Cape,15,teenager,1,1,female,black
809325,2016-02-20,2016-02-20,18:20:00,2016-02,Sat,weekday,Feb,Boomerang,04 evening,00:00:09,05 extreme usage:>2 hrs,18,Eastern Cape,15,teenager,1,1,female,black
809325,2016-02-22,2016-02-22,16:20:00,2016-02,Mon,weekday,Feb,Cartoon Network,03 afternoon,00:00:33,05 extreme usage:>2 hrs,16,Eastern Cape,15,teenager,1,1,female,black
809325,2016-02-22,2016-02-22,07:43:00,2016-02,Mon,weekday,Feb,Boomerang,02 morning,00:00:32,05 extreme usage:>2 hrs,7,Eastern Cape,15,teenager,1,1,female,black
809325,2016-03-11,2016-03-11,07:24:00,2016-03,Fri,weekday,Mar,Channel O,02 morning,00:01:12,05 extreme usage:>2 hrs,7,Eastern Cape,15,teenager,1,1,female,black
